"Cancer_Type","Dataset","Regulation","Input_Class","Selection_Criterion","Input_Gene_Count","Correction_Method","Domain_Scope","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",TRUE,0.000377840250141798,98,24,5,0.208333333333333,0.0510204081632653,"KEGG:04061","KEGG","Viral protein interaction with cytokine and cytokine receptor",8716,261,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",TRUE,0.00691513166740871,291,24,6,0.25,0.0206185567010309,"KEGG:04060","KEGG","Cytokine-cytokine receptor interaction",8716,260,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",TRUE,0.0383289931317799,399,24,6,0.25,0.0150375939849624,"KEGG:04519","KEGG","Cadherin signaling",8716,328,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,0.109339626161775,191,24,4,0.166666666666667,0.0209424083769634,"KEGG:04062","KEGG","Chemokine signaling pathway",8716,262,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,0.195966608646172,107,24,3,0.125,0.0280373831775701,"KEGG:04620","KEGG","Toll-like receptor signaling pathway",8716,338,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,96,24,1,0.0416666666666667,0.0104166666666667,"KEGG:01522","KEGG","Endocrine resistance",8716,201,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,154,24,1,0.0416666666666667,0.00649350649350649,"KEGG:01240","KEGG","Biosynthesis of cofactors",8716,193,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,74,24,1,0.0416666666666667,0.0135135135135135,"KEGG:01230","KEGG","Biosynthesis of amino acids",8716,191,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,116,24,1,0.0416666666666667,0.00862068965517241,"KEGG:01200","KEGG","Carbon metabolism",8716,187,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,1564,24,3,0.125,0.00191815856777494,"KEGG:01100","KEGG","Metabolic pathways",8716,184,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,28,24,1,0.0416666666666667,0.0357142857142857,"KEGG:00601","KEGG","Glycosphingolipid biosynthesis - lacto and neolacto series",8716,98,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,40,24,1,0.0416666666666667,0.025,"KEGG:00380","KEGG","Tryptophan metabolism",8716,49,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,51,24,1,0.0416666666666667,0.0196078431372549,"KEGG:00270","KEGG","Cysteine and methionine metabolism",8716,31,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,39,24,1,0.0416666666666667,0.0256410256410256,"KEGG:00260","KEGG","Glycine, serine and threonine metabolism",8716,29,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,8716,24,24,1,0.00275355667737494,"KEGG:00000","KEGG","KEGG root term",8716,1,""
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,215,24,3,0.125,0.013953488372093,"KEGG:04382","KEGG","Cornified envelope formation",8716,319,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,183,24,1,0.0416666666666667,0.00546448087431694,"KEGG:04360","KEGG","Axon guidance",8716,314,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,109,24,1,0.0416666666666667,0.00917431192660551,"KEGG:04350","KEGG","TGF-beta signaling pathway",8716,313,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,178,24,2,0.0833333333333333,0.0112359550561798,"KEGG:04310","KEGG","Wnt signaling pathway",8716,308,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,156,24,1,0.0416666666666667,0.00641025641025641,"KEGG:04218","KEGG","Cellular senescence",8716,304,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,62,24,1,0.0416666666666667,0.0161290322580645,"KEGG:04213","KEGG","Longevity regulating pathway - multiple species",8716,299,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,136,24,1,0.0416666666666667,0.00735294117647059,"KEGG:04210","KEGG","Apoptosis",8716,296,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,172,24,1,0.0416666666666667,0.00581395348837209,"KEGG:04141","KEGG","Protein processing in endoplasmic reticulum",8716,287,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,75,24,1,0.0416666666666667,0.0133333333333333,"KEGG:04115","KEGG","p53 signaling pathway",8716,278,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,158,24,1,0.0416666666666667,0.00632911392405063,"KEGG:04110","KEGG","Cell cycle",8716,273,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,199,24,1,0.0416666666666667,0.0050251256281407,"KEGG:04082","KEGG","Neuroactive ligand signaling",8716,272,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,367,24,1,0.0416666666666667,0.00272479564032698,"KEGG:04080","KEGG","Neuroactive ligand-receptor interaction",8716,270,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,74,24,1,0.0416666666666667,0.0135135135135135,"KEGG:01524","KEGG","Platinum drug resistance",8716,203,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,41,24,1,0.0416666666666667,0.024390243902439,"KEGG:05033","KEGG","Nicotine addiction",8716,437,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,89,24,1,0.0416666666666667,0.0112359550561798,"KEGG:05032","KEGG","Morphine addiction",8716,436,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,103,24,1,0.0416666666666667,0.00970873786407767,"KEGG:04974","KEGG","Protein digestion and absorption",8716,419,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,152,24,1,0.0416666666666667,0.00657894736842105,"KEGG:04934","KEGG","Cushing syndrome",8716,405,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,138,24,1,0.0416666666666667,0.0072463768115942,"KEGG:04915","KEGG","Estrogen signaling pathway",8716,386,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,233,24,2,0.0833333333333333,0.00858369098712446,"KEGG:04820","KEGG","Cytoskeleton in muscle cells",8716,380,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,89,24,1,0.0416666666666667,0.0112359550561798,"KEGG:04727","KEGG","GABAergic synapse",8716,370,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,149,24,1,0.0416666666666667,0.00671140939597315,"KEGG:04723","KEGG","Retrograde endocannabinoid signaling",8716,366,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,118,24,1,0.0416666666666667,0.00847457627118644,"KEGG:04668","KEGG","TNF signaling pathway",8716,355,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,92,24,2,0.0833333333333333,0.0217391304347826,"KEGG:04657","KEGG","IL-17 signaling pathway",8716,348,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,82,24,1,0.0416666666666667,0.0121951219512195,"KEGG:04623","KEGG","Cytosolic DNA-sensing pathway",8716,341,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,72,24,1,0.0416666666666667,0.0138888888888889,"KEGG:04622","KEGG","RIG-I-like receptor signaling pathway",8716,340,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,155,24,1,0.0416666666666667,0.00645161290322581,"KEGG:04514","KEGG","Cell adhesion molecule (CAM) interaction",8716,325,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,157,24,1,0.0416666666666667,0.00636942675159236,"KEGG:04390","KEGG","Hippo signaling pathway",8716,320,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,41,24,1,0.0416666666666667,0.024390243902439,"KEGG:05219","KEGG","Bladder cancer",8716,486,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,73,24,1,0.0416666666666667,0.0136986301369863,"KEGG:05218","KEGG","Melanoma",8716,485,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,76,24,1,0.0416666666666667,0.0131578947368421,"KEGG:05214","KEGG","Glioma",8716,481,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,77,24,1,0.0416666666666667,0.012987012987013,"KEGG:05212","KEGG","Pancreatic cancer",8716,479,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,323,24,1,0.0416666666666667,0.00309597523219814,"KEGG:05206","KEGG","MicroRNAs in cancer",8716,474,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,202,24,1,0.0416666666666667,0.00495049504950495,"KEGG:05203","KEGG","Viral carcinogenesis",8716,471,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,198,24,1,0.0416666666666667,0.00505050505050505,"KEGG:05202","KEGG","Transcriptional misregulation in cancer",8716,470,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,530,24,1,0.0416666666666667,0.00188679245283019,"KEGG:05200","KEGG","Pathways in cancer",8716,469,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,234,24,1,0.0416666666666667,0.00427350427350427,"KEGG:05171","KEGG","Coronavirus disease - COVID-19",8716,468,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,201,24,1,0.0416666666666667,0.00497512437810945,"KEGG:05169","KEGG","Epstein-Barr virus infection",8716,466,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,220,24,2,0.0833333333333333,0.00909090909090909,"KEGG:05166","KEGG","Human T-cell leukemia virus 1 infection",8716,463,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,169,24,1,0.0416666666666667,0.00591715976331361,"KEGG:05164","KEGG","Influenza A",8716,461,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,225,24,1,0.0416666666666667,0.00444444444444444,"KEGG:05163","KEGG","Human cytomegalovirus infection",8716,460,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,156,24,1,0.0416666666666667,0.00641025641025641,"KEGG:05160","KEGG","Hepatitis C",8716,457,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,87,24,1,0.0416666666666667,0.0114942528735632,"KEGG:05150","KEGG","Staphylococcus aureus infection",8716,455,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,36,24,1,0.0416666666666667,0.0277777777777778,"KEGG:05143","KEGG","African trypanosomiasis",8716,451,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,86,24,1,0.0416666666666667,0.0116279069767442,"KEGG:05412","KEGG","Arrhythmogenic right ventricular cardiomyopathy",8716,506,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,169,24,1,0.0416666666666667,0.00591715976331361,"KEGG:05225","KEGG","Hepatocellular carcinoma",8716,492,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,73,24,1,0.0416666666666667,0.0136986301369863,"KEGG:05223","KEGG","Non-small cell lung cancer",8716,490,"KEGG:00000"
"Breast cancer","GSE173839","Upregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",69,"g_SCS","annotated","query_1",FALSE,1,77,24,1,0.0416666666666667,0.012987012987013,"KEGG:05220","KEGG","Chronic myeloid leukemia",8716,487,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,0.127122140630617,216,22,4,0.181818181818182,0.0185185185185185,"KEGG:05207","KEGG","Chemical carcinogenesis - receptor activation",8716,475,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,0.322853044075089,138,22,3,0.136363636363636,0.0217391304347826,"KEGG:04915","KEGG","Estrogen signaling pathway",8716,386,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,0.3923846564994,148,22,3,0.136363636363636,0.0202702702702703,"KEGG:05224","KEGG","Breast cancer",8716,491,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,0.915476670200689,71,22,2,0.0909090909090909,0.028169014084507,"KEGG:04917","KEGG","Prolactin signaling pathway",8716,388,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,0.943221716152566,204,22,3,0.136363636363636,0.0147058823529412,"KEGG:05205","KEGG","Proteoglycans in cancer",8716,473,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,17,22,1,0.0454545454545455,0.0588235294117647,"KEGG:00910","KEGG","Nitrogen metabolism",8716,141,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,6,22,1,0.0454545454545455,0.166666666666667,"KEGG:00232","KEGG","Caffeine metabolism",8716,24,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,28,22,1,0.0454545454545455,0.0357142857142857,"KEGG:00062","KEGG","Fatty acid elongation",8716,10,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,8716,22,22,1,0.00252409362092703,"KEGG:00000","KEGG","KEGG root term",8716,1,""
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,137,22,2,0.0909090909090909,0.0145985401459854,"KEGG:04114","KEGG","Oocyte meiosis",8716,277,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,158,22,1,0.0454545454545455,0.00632911392405063,"KEGG:04110","KEGG","Cell cycle",8716,273,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,199,22,1,0.0454545454545455,0.0050251256281407,"KEGG:04082","KEGG","Neuroactive ligand signaling",8716,272,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,217,22,2,0.0909090909090909,0.00921658986175115,"KEGG:04081","KEGG","Hormone signaling",8716,271,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,367,22,2,0.0909090909090909,0.00544959128065395,"KEGG:04080","KEGG","Neuroactive ligand-receptor interaction",8716,270,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,133,22,1,0.0454545454545455,0.0075187969924812,"KEGG:04068","KEGG","FoxO signaling pathway",8716,265,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,191,22,1,0.0454545454545455,0.00523560209424084,"KEGG:04062","KEGG","Chemokine signaling pathway",8716,262,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,223,22,1,0.0454545454545455,0.00448430493273543,"KEGG:04024","KEGG","cAMP signaling pathway",8716,259,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,251,22,1,0.0454545454545455,0.00398406374501992,"KEGG:04020","KEGG","Calcium signaling pathway",8716,257,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,212,22,1,0.0454545454545455,0.00471698113207547,"KEGG:04015","KEGG","Rap1 signaling pathway",8716,255,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,45,22,1,0.0454545454545455,0.0222222222222222,"KEGG:02010","KEGG","ABC transporters",8716,204,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,96,22,2,0.0909090909090909,0.0208333333333333,"KEGG:01522","KEGG","Endocrine resistance",8716,201,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,57,22,1,0.0454545454545455,0.0175438596491228,"KEGG:01212","KEGG","Fatty acid metabolism",8716,189,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,1564,22,3,0.136363636363636,0.00191815856777494,"KEGG:01100","KEGG","Metabolic pathways",8716,184,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,27,22,1,0.0454545454545455,0.037037037037037,"KEGG:01040","KEGG","Biosynthesis of unsaturated fatty acids",8716,167,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,80,22,1,0.0454545454545455,0.0125,"KEGG:00983","KEGG","Drug metabolism - other enzymes",8716,160,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,399,22,2,0.0909090909090909,0.0050125313283208,"KEGG:04519","KEGG","Cadherin signaling",8716,328,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,154,22,2,0.0909090909090909,0.012987012987013,"KEGG:04518","KEGG","Integrin signaling",8716,327,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,297,22,1,0.0454545454545455,0.00336700336700337,"KEGG:04517","KEGG","IgSF CAM signaling",8716,326,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,89,22,1,0.0454545454545455,0.0112359550561798,"KEGG:04512","KEGG","ECM-receptor interaction",8716,324,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,202,22,2,0.0909090909090909,0.0099009900990099,"KEGG:04510","KEGG","Focal adhesion",8716,323,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,157,22,1,0.0454545454545455,0.00636942675159236,"KEGG:04390","KEGG","Hippo signaling pathway",8716,320,"KEGG:00000"
"Breast cancer","GSE173839","Downregulated","Primary_Strict_DEGs","BH adjusted P < 0.05; |log2FC| >= 1.0",83,"g_SCS","annotated","query_1",FALSE,1,215,22,1,0.0454545454545455,0.00465116279069767,"KEGG:04382","KEGG","Cornified envelope formation",8716,319,"KEGG:00000"
